ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N
6698,F,Road,5,1,187.0,4,medium,F,9.0,5657.0,1
6699,A,Road,4,5,139.0,2,medium,F,1.0,4606.0,0
6700,B,Road,5,2,173.0,2,high,F,10.0,4741.0,0
6701,C,Road,3,3,136.0,3,low,M,10.0,5175.0,0
6702,F,Road,4,1,272.0,4,high,M,1.0,5597.0,0
6703,D,Road,6,4,116.0,3,low,M,6.0,4649.0,0
6704,F,Road,4,2,181.0,3,low,M,10.0,4212.0,1
6705,A,Road,5,3,230.0,3,medium,M,4.0,4914.0,1
6706,B,Road,2,5,127.0,3,medium,F,3.0,5964.0,0
6707,C,Road,3,1,182.0,3,low,M,2.0,5760.0,0
6708,F,Road,3,1,186.0,2,medium,F,7.0,4556.0,0
6709,D,Flight,5,1,271.0,4,low,M,3.0,4610.0,1
6710,F,Flight,5,3,171.0,2,medium,F,1.0,5385.0,1
6711,A,Flight,4,3,238.0,2,medium,F,2.0,5328.0,0
6712,B,Flight,4,4,184.0,3,low,M,8.0,4453.0,1
6713,C,Flight,5,2,214.0,2,low,F,8.0,4767.0,0
6714,F,Flight,4,4,279.0,6,medium,M,5.0,4898.0,1
6715,D,Flight,3,2,168.0,4,low,F,1.0,4184.0,1
6716,F,Flight,6,4,221.0,5,medium,M,8.0,4511.0,1
6717,A,Flight,3,5,260.0,3,medium,M,7.0,5379.0,1
6718,B,Flight,4,3,204.0,3,medium,M,2.0,5010.0,0
6719,C,Flight,4,2,142.0,3,medium,F,6.0,4918.0,0
6720,F,Flight,4,3,178.0,3,medium,M,3.0,5669.0,0
6721,D,Flight,2,1,203.0,3,medium,M,6.0,4234.0,0
6722,F,Flight,4,2,180.0,4,medium,M,9.0,4329.0,0
6723,A,Flight,4,4,193.0,3,medium,F,3.0,4596.0,0
6724,B,Flight,5,4,99.0,2,high,F,4.0,4259.0,0
6725,C,Flight,3,1,250.0,3,low,M,1.0,4347.0,0
6726,F,Flight,4,1,152.0,3,medium,F,3.0,4250.0,1
6727,D,Flight,4,1,265.0,2,low,F,10.0,5418.0,1
6728,F,Flight,2,3,226.0,2,medium,M,2.0,4566.0,0
6729,A,Flight,3,3,234.0,3,low,M,3.0,4405.0,0
6730,B,Flight,4,3,225.0,2,high,F,4.0,4732.0,0
6731,C,Ship,3,5,161.0,2,medium,M,9.0,4623.0,0
6732,F,Ship,5,2,246.0,3,medium,F,10.0,5110.0,0
6733,D,Ship,4,5,162.0,3,medium,F,10.0,4850.0,1
6734,F,Ship,4,4,135.0,3,medium,M,2.0,5016.0,0
6735,A,Ship,4,3,201.0,2,low,F,10.0,4875.0,0
6736,B,Ship,6,4,235.0,6,low,M,1.0,5533.0,1
6737,C,Ship,5,2,214.0,2,low,F,10.0,5192.0,0
6738,F,Ship,6,3,245.0,5,medium,F,8.0,5678.0,1
6739,D,Ship,5,5,192.0,2,low,M,10.0,5564.0,0
6740,F,Ship,5,5,179.0,5,low,M,3.0,4333.0,1
6741,A,Ship,6,3,210.0,4,medium,M,9.0,5440.0,0
6742,B,Ship,3,2,209.0,2,medium,F,2.0,4635.0,0
6743,C,Ship,4,2,200.0,3,medium,M,7.0,4323.0,0
6744,F,Ship,6,3,165.0,5,medium,M,5.0,4871.0,0
6745,D,Ship,3,5,168.0,3,medium,M,7.0,4296.0,0
6746,F,Ship,4,4,203.0,2,low,F,10.0,5192.0,0
6747,A,Ship,4,5,202.0,3,medium,M,8.0,5416.0,0
6748,B,Ship,4,2,266.0,3,medium,F,2.0,5252.0,1
6749,C,Ship,2,1,248.0,6,low,F,2.0,5182.0,0
6750,F,Ship,5,3,173.0,3,low,M,5.0,5395.0,0
6751,D,Ship,2,4,156.0,3,medium,F,8.0,5668.0,1
6752,F,Ship,3,5,109.0,2,high,M,2.0,5978.0,1
6753,A,Ship,3,4,250.0,3,low,M,6.0,4830.0,1
6754,B,Ship,2,4,195.0,4,medium,M,3.0,5641.0,1
6755,C,Ship,4,1,160.0,5,low,F,10.0,4018.0,1
6756,F,Ship,2,5,189.0,3,low,F,5.0,5320.0,0
6757,D,Ship,4,3,239.0,3,medium,M,9.0,5897.0,1
6758,F,Ship,3,3,204.0,2,medium,F,5.0,5399.0,0
6759,A,Ship,4,5,156.0,3,low,M,5.0,4610.0,0
6760,B,Ship,5,2,192.0,3,high,F,7.0,5695.0,1
6761,C,Ship,4,2,233.0,2,low,M,7.0,5546.0,1
6762,F,Ship,5,3,253.0,3,low,F,3.0,5944.0,1
6763,D,Ship,2,1,277.0,6,low,M,10.0,4165.0,0
6764,F,Ship,4,2,211.0,2,low,F,9.0,5883.0,1
6765,A,Ship,6,4,172.0,6,medium,F,10.0,5554.0,1
6766,B,Ship,5,4,211.0,4,low,F,4.0,4498.0,1
6767,C,Ship,2,3,248.0,4,high,F,2.0,4521.0,0
6768,F,Ship,3,4,176.0,3,medium,M,4.0,5623.0,0
6769,D,Ship,4,1,100.0,6,medium,M,6.0,5841.0,0
6770,F,Ship,5,5,195.0,4,low,F,1.0,4393.0,1
6771,A,Ship,3,2,137.0,3,low,F,4.0,5617.0,0
6772,B,Ship,4,4,195.0,4,medium,M,2.0,5464.0,0
6773,C,Ship,2,5,185.0,3,low,F,9.0,5810.0,0
6774,F,Ship,3,1,250.0,2,medium,F,9.0,4753.0,0
6775,D,Ship,3,2,150.0,3,low,M,2.0,4660.0,1
6776,F,Ship,3,1,166.0,3,medium,F,9.0,4251.0,0
6777,A,Ship,4,5,257.0,2,medium,M,5.0,4127.0,0
6778,B,Ship,5,1,249.0,3,medium,F,5.0,4392.0,0
6779,C,Ship,5,5,268.0,3,medium,F,7.0,4480.0,1
6780,F,Ship,4,4,273.0,3,low,F,3.0,5749.0,1
6781,D,Ship,5,5,246.0,3,medium,F,9.0,4107.0,0
6782,F,Ship,5,1,142.0,6,medium,M,1.0,4843.0,1
6783,A,Ship,5,2,168.0,2,low,M,6.0,5464.0,1
6784,B,Ship,5,2,249.0,3,low,M,9.0,5978.0,1
6785,C,Ship,3,1,220.0,3,medium,F,6.0,5319.0,0
6786,F,Ship,4,3,189.0,2,low,F,7.0,4765.0,0
6787,D,Ship,5,2,237.0,4,low,M,5.0,5623.0,1
6788,F,Ship,4,4,247.0,3,high,F,2.0,5324.0,1
6789,A,Ship,3,4,250.0,6,medium,M,1.0,4543.0,1
6790,B,Ship,4,4,207.0,10,low,F,1.0,4602.0,0
6791,C,Ship,4,4,201.0,10,low,M,3.0,4202.0,0
6792,F,Ship,4,2,142.0,2,low,M,6.0,5326.0,0
6793,D,Ship,3,1,207.0,2,low,M,7.0,4639.0,0
6794,F,Ship,3,1,214.0,2,high,F,10.0,4310.0,0
6795,A,Ship,4,3,134.0,10,medium,M,8.0,4337.0,0
6796,B,Ship,3,4,178.0,8,medium,F,6.0,4146.0,0
6797,C,Ship,4,1,186.0,2,low,M,4.0,4686.0,1
6798,F,Ship,4,4,250.0,3,low,M,10.0,4505.0,0
6799,D,Ship,4,3,172.0,3,medium,F,10.0,5434.0,0
6800,F,Ship,3,4,265.0,10,low,M,10.0,4049.0,0
6801,A,Ship,3,2,158.0,7,medium,M,10.0,4244.0,1
6802,B,Ship,3,1,180.0,7,medium,M,10.0,5536.0,0
6803,C,Ship,4,2,173.0,3,high,F,3.0,5364.0,0
6804,F,Ship,3,3,153.0,10,medium,M,10.0,5772.0,0
6805,D,Ship,4,4,182.0,3,high,F,7.0,5197.0,0
6806,F,Ship,3,1,192.0,3,low,F,9.0,5004.0,0
6807,A,Ship,6,5,285.0,7,medium,M,9.0,4112.0,0
6808,B,Ship,3,3,151.0,6,low,F,6.0,4279.0,0
6809,C,Ship,3,3,242.0,2,low,F,7.0,4501.0,0
6810,F,Ship,3,1,237.0,3,medium,F,4.0,5860.0,0
6811,D,Ship,5,2,259.0,5,low,F,7.0,1032.0,0
6812,F,Ship,4,3,249.0,6,low,M,2.0,1046.0,1
6813,A,Ship,6,3,289.0,4,high,F,5.0,1708.0,0
6814,B,Ship,6,3,308.0,5,medium,F,4.0,1118.0,0
6815,C,Ship,6,3,297.0,4,medium,M,2.0,1954.0,0
6816,F,Ship,4,1,255.0,5,low,F,4.0,1005.0,0
6817,D,Ship,6,1,266.0,4,low,M,9.0,1287.0,0
6818,F,Ship,7,2,302.0,4,low,M,6.0,1632.0,0
6819,A,Ship,4,5,223.0,5,medium,F,6.0,1579.0,1
6820,B,Ship,6,5,261.0,4,low,F,9.0,1266.0,1
6821,C,Ship,4,4,273.0,5,low,M,10.0,1316.0,0
6822,F,Ship,6,3,260.0,4,low,M,9.0,1131.0,1
6823,D,Ship,5,2,266.0,5,low,F,1.0,1504.0,1
6824,F,Road,2,1,164.0,5,low,M,4.0,1708.0,0
6825,A,Road,5,3,240.0,6,medium,F,3.0,1321.0,0
6826,B,Road,6,3,305.0,4,medium,F,9.0,1479.0,1
6827,C,Road,5,4,248.0,5,low,F,3.0,1471.0,1
6828,F,Road,7,3,279.0,4,medium,M,8.0,1060.0,0
6829,D,Road,5,4,244.0,6,low,F,10.0,1978.0,1
6830,F,Road,5,4,267.0,5,low,M,9.0,1017.0,0
6831,A,Road,7,1,275.0,4,medium,M,7.0,1754.0,0
6832,B,Road,5,1,168.0,2,low,F,10.0,4240.0,0
6833,C,Road,5,2,249.0,3,low,M,2.0,4696.0,0
6834,F,Road,3,2,220.0,3,medium,M,7.0,4555.0,1
6835,D,Road,4,4,189.0,2,low,M,5.0,4553.0,0
6836,F,Road,5,2,237.0,4,low,F,9.0,5922.0,0
6837,A,Road,4,3,247.0,3,high,F,1.0,5214.0,0
6838,B,Road,3,3,250.0,6,medium,M,9.0,5322.0,1
6839,C,Road,4,3,207.0,10,low,F,9.0,4179.0,0
6840,F,Road,4,5,201.0,10,low,F,7.0,5340.0,0
6841,D,Road,4,5,142.0,2,low,M,2.0,4472.0,0
6842,F,Road,3,4,207.0,2,low,M,6.0,5852.0,1
6843,A,Road,3,2,214.0,2,high,F,7.0,4938.0,0
6844,B,Road,4,5,134.0,10,medium,M,5.0,4244.0,0
6845,C,Road,3,3,178.0,8,medium,M,8.0,4774.0,1
6846,F,Flight,4,2,186.0,2,low,M,2.0,5604.0,1
6847,D,Flight,4,2,250.0,3,low,M,5.0,4488.0,1
6848,F,Flight,4,1,172.0,3,medium,F,10.0,5106.0,1
6849,A,Flight,3,5,265.0,10,low,M,6.0,4380.0,0
6850,B,Flight,3,1,158.0,7,medium,F,6.0,4166.0,0
6851,C,Flight,3,3,180.0,7,medium,F,4.0,5068.0,1
6852,F,Flight,4,1,173.0,3,high,M,1.0,5749.0,0
6853,D,Flight,3,4,153.0,10,medium,F,4.0,5456.0,1
6854,F,Flight,4,3,182.0,3,high,F,3.0,5624.0,0
6855,A,Flight,3,5,192.0,3,low,F,7.0,4056.0,1
6856,B,Flight,6,3,285.0,7,medium,M,7.0,5030.0,1
6857,C,Flight,3,5,151.0,6,low,M,8.0,4692.0,1
6858,F,Flight,3,5,242.0,2,low,M,1.0,5803.0,1
6859,D,Flight,3,1,237.0,3,medium,F,1.0,4476.0,1
6860,F,Flight,5,4,259.0,5,low,M,10.0,1177.0,0
6861,A,Flight,4,2,249.0,6,low,F,9.0,1673.0,1
6862,B,Flight,6,4,289.0,4,high,F,4.0,1822.0,0
6863,C,Flight,6,2,308.0,5,medium,M,4.0,1303.0,0
6864,F,Flight,6,3,297.0,4,medium,M,1.0,1080.0,0
6865,D,Flight,4,3,255.0,5,low,M,1.0,1192.0,0
6866,F,Flight,6,3,266.0,4,low,F,9.0,1876.0,0
6867,A,Flight,7,1,302.0,4,low,M,4.0,1647.0,0
6868,B,Ship,4,4,223.0,5,medium,M,1.0,1124.0,1
6869,C,Ship,6,4,261.0,4,low,F,5.0,1794.0,1
6870,F,Ship,4,2,273.0,5,low,F,4.0,1223.0,1
6871,D,Ship,6,3,260.0,4,low,F,10.0,1140.0,0
6872,F,Ship,5,2,266.0,5,low,F,10.0,1274.0,1
6873,A,Ship,2,3,164.0,5,low,M,7.0,1243.0,0
6874,B,Ship,5,2,240.0,6,medium,F,2.0,1852.0,1
6875,C,Ship,6,5,305.0,4,medium,F,9.0,1072.0,0
6876,F,Ship,5,2,248.0,5,low,M,4.0,1284.0,1
6877,D,Ship,7,2,279.0,4,medium,M,5.0,1210.0,0
6878,F,Ship,5,2,244.0,6,low,M,5.0,1702.0,1
6879,A,Ship,5,1,237.0,5,medium,F,2.0,1429.0,1
6880,B,Ship,4,2,251.0,6,medium,F,1.0,1154.0,1
6881,C,Ship,4,4,247.0,6,low,F,4.0,1044.0,0
6882,F,Ship,5,2,262.0,6,medium,F,4.0,1532.0,1
6883,D,Ship,5,3,223.0,5,medium,M,10.0,1170.0,1
6884,F,Ship,5,5,275.0,5,low,F,3.0,1145.0,0
6885,A,Ship,6,3,139.0,6,medium,F,8.0,1284.0,1
6886,B,Ship,4,3,245.0,6,low,F,3.0,1155.0,0
6887,C,Ship,6,3,278.0,4,high,F,3.0,1033.0,0
6888,F,Ship,5,3,243.0,5,low,M,2.0,1776.0,1
6889,D,Ship,7,3,309.0,4,low,F,1.0,1290.0,1
6890,F,Ship,6,2,279.0,4,low,M,1.0,1150.0,1
6891,A,Ship,6,3,247.0,4,medium,M,3.0,1903.0,0
6892,B,Ship,5,1,235.0,5,medium,F,6.0,1059.0,1
6893,C,Ship,5,5,268.0,5,medium,F,10.0,1906.0,0
6894,F,Ship,6,1,309.0,4,medium,M,9.0,1305.0,0
6895,D,Ship,6,5,308.0,4,low,M,2.0,1125.0,1
6896,F,Ship,5,5,237.0,5,high,F,2.0,1593.0,1
6897,A,Ship,6,2,291.0,4,low,M,9.0,1241.0,1
6898,B,Ship,4,2,264.0,5,medium,F,6.0,1736.0,1
6899,C,Ship,2,2,212.0,4,medium,F,3.0,1284.0,1
6900,F,Ship,4,5,196.0,4,low,M,10.0,1694.0,1
6901,D,Ship,5,5,260.0,5,low,F,6.0,1860.0,0
6902,F,Ship,6,5,266.0,4,low,F,6.0,1201.0,0
6903,A,Ship,5,2,254.0,5,high,M,6.0,1491.0,1
6904,B,Ship,5,2,249.0,5,low,F,8.0,1018.0,1
6905,C,Ship,6,5,279.0,4,medium,M,7.0,1300.0,0
6906,F,Ship,6,3,306.0,4,high,F,5.0,1261.0,1
6907,D,Ship,4,5,249.0,5,medium,M,3.0,1530.0,1
6908,F,Ship,6,4,297.0,4,low,F,9.0,1249.0,1
6909,A,Ship,6,1,273.0,4,low,M,6.0,1561.0,0
6910,B,Ship,6,4,299.0,4,low,F,9.0,1817.0,0
6911,C,Ship,5,5,240.0,5,medium,M,10.0,1574.0,1
6912,F,Ship,5,4,260.0,6,low,F,2.0,1765.0,0
6913,D,Ship,5,1,251.0,5,low,F,7.0,1924.0,1
6914,F,Ship,5,5,256.0,5,medium,M,2.0,1693.0,1
6915,A,Ship,5,2,226.0,5,medium,M,5.0,1659.0,0
6916,B,Ship,5,3,262.0,5,low,F,10.0,1197.0,1
6917,C,Ship,7,4,261.0,5,low,M,6.0,1334.0,0
6918,F,Ship,2,2,181.0,2,low,F,6.0,1324.0,1
6919,D,Ship,6,1,254.0,4,medium,F,6.0,1928.0,1
6920,F,Ship,6,1,288.0,4,medium,M,8.0,1806.0,1
6921,A,Ship,6,3,245.0,4,low,M,10.0,1798.0,0
6922,B,Ship,5,3,252.0,2,medium,M,9.0,1809.0,0
6923,C,Ship,4,1,293.0,3,low,M,8.0,1326.0,1
6924,F,Ship,5,3,253.0,4,low,M,9.0,1729.0,0
6925,D,Ship,6,1,245.0,4,low,F,10.0,1606.0,0
6926,F,Ship,6,4,247.0,4,medium,M,3.0,1946.0,0
6927,A,Ship,5,4,274.0,5,low,M,7.0,1371.0,1
6928,B,Ship,6,4,283.0,4,low,F,8.0,1480.0,0
6929,C,Ship,6,4,286.0,4,low,F,8.0,1690.0,1
6930,F,Ship,5,4,257.0,5,low,M,10.0,1695.0,1
6931,D,Ship,5,2,258.0,5,low,F,2.0,1232.0,1
6932,F,Ship,4,2,201.0,3,medium,F,6.0,5616.0,1
6933,A,Ship,3,1,231.0,3,low,M,1.0,5392.0,1
6934,B,Ship,4,5,161.0,2,high,F,5.0,5133.0,1
6935,C,Ship,5,1,250.0,3,low,M,8.0,5845.0,0
6936,F,Ship,4,2,169.0,6,low,F,6.0,4179.0,0
6937,D,Ship,4,4,191.0,2,low,M,1.0,4318.0,1
6938,F,Ship,4,2,271.0,3,medium,F,4.0,4186.0,1
6939,A,Ship,5,4,271.0,3,low,M,3.0,5218.0,1
6940,B,Ship,4,2,224.0,3,low,M,1.0,5821.0,0
6941,C,Ship,3,5,276.0,5,low,F,10.0,5302.0,1
6942,F,Ship,4,1,264.0,2,low,F,3.0,5258.0,0
6943,D,Ship,5,2,185.0,3,low,M,10.0,4354.0,0
6944,F,Ship,3,3,253.0,2,low,M,5.0,4112.0,1
6945,A,Ship,3,5,155.0,4,low,F,1.0,4432.0,1
6946,B,Ship,4,1,219.0,3,low,F,5.0,5632.0,0
6947,C,Ship,3,2,204.0,4,medium,M,7.0,4768.0,0
6948,F,Ship,4,1,196.0,4,low,F,3.0,5496.0,0
6949,D,Ship,3,4,205.0,5,low,F,4.0,4483.0,0
6950,F,Ship,3,4,187.0,3,low,F,9.0,4725.0,1
6951,A,Ship,3,1,221.0,2,medium,F,6.0,5267.0,0
6952,B,Ship,5,4,143.0,3,medium,F,1.0,5165.0,1
6953,C,Ship,5,3,135.0,3,high,M,4.0,5858.0,0
6954,F,Ship,3,1,207.0,2,low,F,7.0,5596.0,0
6955,D,Ship,3,2,245.0,2,low,F,7.0,4692.0,0
6956,F,Ship,5,2,257.0,3,low,F,2.0,4677.0,1
6957,A,Ship,3,1,186.0,3,high,F,1.0,5694.0,1
6958,B,Ship,5,2,246.0,3,low,M,2.0,4054.0,1
6959,C,Ship,3,4,255.0,2,low,M,2.0,4504.0,0
6960,F,Ship,5,3,206.0,3,low,F,1.0,4645.0,0
6961,D,Road,3,1,178.0,4,medium,M,9.0,4298.0,0
6962,F,Road,5,2,274.0,2,low,F,5.0,4154.0,0
6963,A,Road,3,1,269.0,4,low,F,7.0,5107.0,0
6964,B,Road,5,1,282.0,4,low,F,9.0,4766.0,0
6965,C,Road,2,4,108.0,5,high,M,5.0,4874.0,1
6966,F,Road,4,5,268.0,6,medium,F,7.0,4709.0,0
6967,D,Road,2,3,215.0,2,medium,F,3.0,5052.0,1
6968,F,Road,4,1,169.0,4,low,M,1.0,5323.0,0
6969,A,Road,3,4,165.0,3,low,F,4.0,4482.0,0
6970,B,Road,4,4,192.0,4,low,F,2.0,5856.0,1
6971,C,Road,4,3,206.0,2,low,M,9.0,5076.0,1
6972,F,Road,3,5,151.0,2,medium,M,8.0,4408.0,1
6973,D,Road,3,4,150.0,3,low,F,5.0,4950.0,0
6974,F,Road,4,3,250.0,3,low,M,10.0,4316.0,0
6975,A,Road,5,3,168.0,3,medium,F,2.0,5986.0,1
6976,B,Road,4,1,137.0,2,low,M,3.0,4657.0,0
6977,C,Road,6,5,148.0,4,low,M,1.0,5216.0,1
6978,F,Road,6,2,215.0,5,low,F,7.0,4057.0,0
6979,D,Road,4,2,269.0,2,medium,F,2.0,4013.0,1
6980,F,Road,3,5,139.0,3,low,F,1.0,4060.0,1
6981,A,Road,4,1,205.0,5,low,M,10.0,4944.0,0
6982,B,Road,5,4,212.0,2,low,F,9.0,4925.0,0
6983,C,Flight,3,3,136.0,2,medium,M,10.0,5749.0,0
6984,F,Flight,3,3,231.0,3,medium,F,4.0,4088.0,0
6985,D,Flight,4,4,215.0,2,low,F,7.0,5151.0,1
6986,F,Flight,4,4,179.0,3,medium,F,3.0,5624.0,0
6987,A,Flight,3,2,223.0,4,medium,M,3.0,5374.0,0
6988,B,Flight,3,5,210.0,3,low,M,6.0,5566.0,0
6989,C,Flight,4,5,133.0,3,high,F,8.0,5653.0,1
6990,F,Flight,3,1,187.0,2,low,F,8.0,4292.0,1
6991,D,Flight,4,1,256.0,2,medium,M,2.0,5630.0,0
6992,F,Flight,4,5,138.0,2,low,M,10.0,4788.0,0
6993,A,Flight,3,4,198.0,3,medium,M,7.0,4020.0,0
6994,B,Flight,5,5,256.0,3,medium,F,6.0,4145.0,1
6995,C,Flight,4,3,254.0,2,low,M,3.0,5546.0,0
6996,F,Flight,4,1,267.0,2,medium,M,9.0,5230.0,1
6997,D,Flight,3,2,286.0,6,high,F,5.0,5588.0,0
6998,F,Flight,3,2,215.0,4,low,F,3.0,4042.0,0
6999,A,Flight,5,5,222.0,3,medium,M,5.0,4949.0,0
7000,B,Flight,5,3,267.0,4,medium,F,1.0,4837.0,1
7001,C,Flight,5,5,235.0,5,low,F,4.0,5908.0,1
7002,F,Flight,4,1,181.0,2,low,M,2.0,4154.0,0
7003,D,Flight,4,1,173.0,4,low,F,5.0,5530.0,1
7004,F,Flight,3,5,208.0,3,low,M,1.0,4803.0,0
7005,A,Ship,4,3,221.0,2,low,F,6.0,4114.0,1
7006,B,Ship,3,5,141.0,2,medium,F,9.0,5000.0,0
7007,C,Ship,4,1,238.0,3,high,F,4.0,4910.0,0
7008,F,Ship,3,2,126.0,5,low,F,6.0,4372.0,1
7009,D,Ship,4,1,196.0,2,low,M,3.0,4752.0,0
7010,F,Ship,4,3,169.0,2,high,M,7.0,4032.0,1
7011,A,Ship,3,3,249.0,3,low,M,10.0,5184.0,0
7012,B,Ship,4,2,198.0,6,medium,M,5.0,4659.0,0
7013,C,Ship,4,3,197.0,3,low,M,2.0,4410.0,0
7014,F,Ship,3,5,251.0,4,medium,F,3.0,5215.0,1
7015,D,Ship,4,4,145.0,3,medium,M,8.0,5780.0,0
7016,F,Ship,4,1,249.0,3,low,M,4.0,5253.0,1
7017,A,Ship,6,1,103.0,4,low,M,2.0,5089.0,0
7018,B,Ship,2,5,264.0,5,medium,F,1.0,4426.0,0
7019,C,Ship,6,1,206.0,6,medium,F,8.0,4243.0,1
7020,F,Ship,4,4,139.0,3,medium,M,2.0,5135.0,0
7021,D,Ship,5,3,270.0,2,low,F,7.0,5248.0,1
7022,F,Ship,4,2,227.0,2,low,M,8.0,4878.0,1
7023,A,Ship,3,1,179.0,2,medium,F,10.0,4828.0,0
7024,B,Ship,3,3,273.0,3,medium,F,6.0,5269.0,1
7025,C,Ship,5,1,153.0,2,low,F,7.0,4944.0,1
7026,F,Ship,4,1,112.0,6,medium,M,9.0,5248.0,1
7027,D,Ship,6,3,114.0,4,high,F,10.0,5865.0,0
7028,F,Ship,4,4,214.0,2,high,F,1.0,4117.0,1
7029,A,Ship,3,4,196.0,4,low,F,4.0,5031.0,0
7030,B,Ship,5,1,159.0,2,medium,F,5.0,4382.0,0
7031,C,Ship,3,2,258.0,2,low,M,1.0,5862.0,0
7032,F,Ship,5,5,125.0,3,low,M,10.0,4997.0,0
7033,D,Ship,6,2,232.0,3,medium,F,7.0,5219.0,1
7034,F,Ship,4,3,196.0,2,high,M,10.0,5709.0,1
7035,A,Ship,4,2,257.0,3,low,M,3.0,5549.0,1
7036,B,Ship,2,1,219.0,4,low,M,6.0,5124.0,0
7037,C,Ship,4,2,223.0,3,medium,F,7.0,5977.0,0
7038,F,Ship,3,1,166.0,2,low,F,10.0,4137.0,0
7039,D,Ship,6,1,264.0,3,high,F,5.0,4435.0,1
7040,F,Ship,3,3,182.0,3,low,F,5.0,5914.0,0
7041,A,Ship,4,1,260.0,2,medium,F,2.0,4529.0,0
7042,B,Ship,4,1,268.0,3,low,M,8.0,5486.0,0
7043,C,Ship,6,4,272.0,4,low,F,4.0,4098.0,0
7044,F,Ship,4,5,135.0,3,low,F,3.0,4760.0,0
7045,D,Ship,3,2,164.0,2,medium,M,3.0,4442.0,1
7046,F,Ship,4,4,153.0,5,medium,M,9.0,5818.0,0
7047,A,Ship,3,4,175.0,3,low,M,8.0,4274.0,1
7048,B,Ship,3,1,231.0,3,medium,M,9.0,5148.0,1
7049,C,Ship,5,4,222.0,3,low,M,3.0,5555.0,0
7050,F,Ship,3,4,261.0,2,low,F,1.0,5844.0,0
7051,D,Ship,3,2,223.0,2,low,F,10.0,4604.0,0
7052,F,Ship,3,5,222.0,5,medium,M,2.0,4027.0,1
7053,A,Ship,4,5,240.0,3,low,F,9.0,5794.0,1
7054,B,Ship,4,5,137.0,2,high,F,6.0,5208.0,0
7055,C,Ship,4,2,181.0,3,medium,M,6.0,5964.0,0
7056,F,Ship,3,3,261.0,4,low,M,3.0,5722.0,1
7057,D,Ship,3,1,226.0,2,low,M,4.0,4804.0,0
7058,F,Ship,4,5,246.0,2,medium,F,3.0,5705.0,0
7059,A,Ship,3,4,226.0,2,medium,F,1.0,5460.0,0
7060,B,Ship,3,4,238.0,2,low,M,3.0,4723.0,0
7061,C,Ship,3,1,173.0,3,low,F,3.0,4453.0,1
7062,F,Ship,3,4,257.0,4,low,M,10.0,4415.0,0
7063,D,Ship,3,2,160.0,4,low,F,9.0,5112.0,1
7064,F,Ship,3,3,179.0,3,low,F,9.0,4459.0,1
7065,A,Ship,3,1,101.0,5,low,F,3.0,4807.0,0
7066,B,Ship,2,3,263.0,4,medium,M,9.0,5390.0,0
7067,C,Ship,3,1,210.0,3,medium,M,4.0,5683.0,0
7068,F,Ship,3,4,166.0,4,low,M,4.0,5107.0,0
7069,D,Ship,2,3,163.0,3,low,F,4.0,4862.0,0
7070,F,Ship,4,3,143.0,2,medium,M,1.0,4402.0,1
7071,A,Ship,4,3,248.0,6,medium,M,5.0,4212.0,0
7072,B,Ship,3,1,198.0,2,low,F,8.0,4940.0,0
7073,C,Ship,3,1,150.0,2,low,F,6.0,5355.0,0
7074,F,Ship,4,3,195.0,4,medium,F,1.0,5004.0,0
7075,D,Ship,4,4,213.0,3,low,F,1.0,4266.0,0
7076,F,Ship,4,3,245.0,4,medium,M,8.0,5982.0,1
7077,A,Ship,3,1,199.0,3,medium,F,8.0,5557.0,1
7078,B,Ship,4,1,192.0,4,high,M,5.0,4142.0,1
7079,C,Ship,6,3,247.0,6,medium,M,3.0,4582.0,0
7080,F,Ship,3,5,221.0,3,medium,M,7.0,4741.0,1
7081,D,Ship,3,1,200.0,4,medium,F,9.0,5193.0,0
7082,F,Ship,4,3,260.0,3,low,F,5.0,5540.0,0
7083,A,Ship,4,5,98.0,4,low,F,5.0,4643.0,0
7084,B,Ship,5,1,198.0,4,low,F,5.0,5719.0,0
7085,C,Ship,4,1,168.0,2,medium,F,1.0,5698.0,1
7086,F,Ship,6,1,260.0,3,medium,M,1.0,5134.0,0
7087,D,Ship,4,1,266.0,4,low,M,3.0,5773.0,1
7088,F,Ship,3,3,239.0,3,low,M,8.0,5366.0,1
7089,A,Ship,4,1,214.0,5,medium,M,9.0,5801.0,0
7090,B,Ship,3,3,203.0,3,medium,F,8.0,5929.0,0
7091,C,Ship,2,5,264.0,3,medium,F,3.0,4320.0,1
7092,F,Ship,4,3,169.0,6,medium,F,2.0,5607.0,0
7093,D,Ship,3,1,167.0,2,low,M,1.0,5749.0,0
7094,F,Ship,3,3,266.0,7,low,M,2.0,5671.0,1
7095,A,Ship,3,2,182.0,10,low,M,1.0,4303.0,0
7096,B,Ship,5,2,195.0,6,high,M,5.0,5339.0,1
7097,C,Ship,4,1,153.0,3,low,F,8.0,5198.0,0
7098,F,Road,5,1,238.0,3,high,M,2.0,5369.0,1
7099,D,Road,5,5,238.0,8,low,M,9.0,5186.0,0
7100,F,Road,3,4,180.0,7,high,M,4.0,5500.0,0
7101,A,Road,5,4,262.0,6,medium,F,1.0,1177.0,0
7102,B,Road,5,2,223.0,5,medium,M,5.0,1484.0,1
7103,C,Road,5,2,275.0,5,low,F,10.0,1924.0,0
